[ 2026-03-04 13:15:15,672 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-03-04 13:24:04,093 ] root - INFO - Got the train_set and test_set from mongodb
[ 2026-03-04 13:24:04,094 ] root - INFO - Exited the start_data_ingestion method of TrainPipeline class
[ 2026-03-04 13:24:04,094 ] root - INFO - Entered the start_data_validation method of TrainPipeline class
[ 2026-03-04 13:24:04,096 ] root - INFO - Entered initiate_data_validation method of Data_Validation class
[ 2026-03-04 13:24:04,096 ] root - INFO - Initiated data validation for the dataset
[ 2026-03-04 13:24:04,620 ] root - INFO - 2/26 drift detected.
[ 2026-03-04 13:24:04,620 ] root - INFO - Entered validate_dataset_schema_columns method of Data_Validation class
[ 2026-03-04 13:24:04,620 ] root - INFO - Validating dataset schema columns
[ 2026-03-04 13:24:04,621 ] root - INFO - Is required column present[{status}]
[ 2026-03-04 13:24:04,621 ] root - INFO - Validated dataset schema columns on the train set
[ 2026-03-04 13:24:04,621 ] root - INFO - Is required column present[{status}]
[ 2026-03-04 13:24:04,621 ] root - INFO - Validated dataset schema columns on the test set
[ 2026-03-04 13:24:04,621 ] root - INFO - Validated dataset schema columns
[ 2026-03-04 13:24:04,621 ] root - INFO - Schema train cols status is True and schema test cols status is True
[ 2026-03-04 13:24:04,621 ] root - INFO - Validated dataset schema columns
[ 2026-03-04 13:24:04,621 ] root - INFO - Dataset schema validation completed
[ 2026-03-04 13:24:04,621 ] root - INFO - Performed the data validation operation
[ 2026-03-04 13:24:04,621 ] root - INFO - Exited the start_data_validation method of TrainPipeline class
[ 2026-03-04 13:24:04,621 ] root - INFO - Entered the start_data_transformation method of TrainPipeline class
[ 2026-03-04 13:24:04,621 ] root - INFO - Entered initiate_data_transformation method of Data_Transformation class
[ 2026-03-04 13:24:04,659 ] root - INFO - New features has been created.
[ 2026-03-04 13:24:04,659 ] root - INFO - Got the preprocessor object
[ 2026-03-04 13:24:04,659 ] root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2026-03-04 13:24:04,659 ] root - INFO - Got numerical cols from schema config
[ 2026-03-04 13:24:04,659 ] root - INFO - Initialized StandardScaler, SimpleImputer
[ 2026-03-04 13:24:04,702 ] root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-04 13:24:04,703 ] root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-04 13:24:04,703 ] root - INFO - Saved Preprocessor object to src\artifact\03_04_2026_13_23_58\data_transformation\transformed_object
[ 2026-03-04 13:24:04,704 ] root - INFO - Exited get_data_transformer_object method of DataTransformation class
[ 2026-03-04 13:24:04,704 ] root - INFO - Initializing clustering...
[ 2026-03-04 13:24:04,716 ] root - INFO - PCA transformation is done
[ 2026-03-04 13:24:08,756 ] root - INFO - Clustering is done
[ 2026-03-04 13:24:08,756 ] root - INFO - Initializing clustering...
[ 2026-03-04 13:24:08,765 ] root - INFO - PCA transformation is done
[ 2026-03-04 13:24:08,773 ] root - INFO - Clustering is done
[ 2026-03-04 13:24:08,781 ] root - INFO - Entered the start_model_trainer method of TrainPipeline class
[ 2026-03-04 13:24:08,782 ] root - INFO - Entered initiate_model_trainer method of ModelTrainer class
[ 2026-03-04 13:24:08,831 ] neuro_mf - INFO - Started Initializing model from config file
[ 2026-03-04 13:24:08,831 ] neuro_mf - INFO - {'C': 1000, 'max_iter': 500, 'multi_class': 'auto', 'penalty': 'l2', 'solver': 'lbfgs'}
[ 2026-03-04 13:24:08,834 ] neuro_mf - INFO - Initialized model: [InitializedModelDetail(model_serial_number='module_0', model=LogisticRegression(C=1000, max_iter=500, multi_class='auto'), param_grid_search={'C': [1000], 'max_iter': [113], 'multi_class': ['auto'], 'penalty': ['l2'], 'solver': ['lbfgs']}, model_name='sklearn.linear_model.LogisticRegression')]
[ 2026-03-04 13:24:08,834 ] neuro_mf - INFO - ('**************************************************', 'training LogisticRegression', '**************************************************')
[ 2026-03-04 13:24:08,835 ] neuro_mf - INFO - {'cv': 3, 'verbose': 3}
[ 2026-03-04 13:24:08,951 ] neuro_mf - INFO - Acceptable model found:GridSearchedBestModel(model_serial_number='module_0', model=LogisticRegression(C=1000, max_iter=500, multi_class='auto'), best_model=LogisticRegression(C=1000, max_iter=113, multi_class='auto'), best_parameters={'C': 1000, 'max_iter': 113, 'multi_class': 'auto', 'penalty': 'l2', 'solver': 'lbfgs'}, best_score=0.988834921541935)
[ 2026-03-04 13:24:08,951 ] neuro_mf - INFO - Best model: GridSearchedBestModel(model_serial_number='module_0', model=LogisticRegression(C=1000, max_iter=500, multi_class='auto'), best_model=LogisticRegression(C=1000, max_iter=113, multi_class='auto'), best_parameters={'C': 1000, 'max_iter': 113, 'multi_class': 'auto', 'penalty': 'l2', 'solver': 'lbfgs'}, best_score=0.988834921541935)
[ 2026-03-04 13:24:08,951 ] root - INFO - Entered the load_object method of MainUtils class
[ 2026-03-04 13:24:08,969 ] root - INFO - Exited the load_object method of MainUtils class
[ 2026-03-04 13:24:08,969 ] root - INFO - Customer Segmentation Model is created and saved.
[ 2026-03-04 13:24:08,969 ] root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-04 13:24:08,970 ] root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-04 13:24:08,971 ] root - INFO - Customer Segmentation Model is saved successfully at: src\artifact\03_04_2026_13_23_58\model_trainer\trained_model
[ 2026-03-04 13:24:08,971 ] root - INFO - Model training completed successfully
[ 2026-03-04 13:24:08,971 ] root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='src\\artifact\\03_04_2026_13_23_58\\model_trainer\\trained_model\\model.pkl', metric_artifact=ClassificationMetricArtifact(f1_score=0.8, precision_score=0.8, recall_score=0.9))
[ 2026-03-04 13:24:08,971 ] root - INFO - model trained successfully
[ 2026-03-04 13:24:08,990 ] root - INFO - Entered the load_object method of MainUtils class
[ 2026-03-04 13:24:09,008 ] root - INFO - Exited the load_object method of MainUtils class
[ 2026-03-04 13:24:09,008 ] root - INFO - Entered predict method of srcTruckModel class
[ 2026-03-04 13:24:09,008 ] root - INFO - Using the trained model to get predictions
[ 2026-03-04 13:24:09,017 ] root - INFO - Used the trained model to get predictions
[ 2026-03-04 18:01:11,855 ] root - INFO - Entered the run_pipeline method of TrainPipeline class
[ 2026-03-04 18:01:11,856 ] root - INFO - Entered the start_data_ingestion method of TrainPipeline class
[ 2026-03-04 18:01:11,856 ] root - INFO - Getting the data from mongodb
[ 2026-03-04 18:01:11,856 ] root - INFO - Entered initiate_data_ingestion method of Data_Ingestion class
[ 2026-03-04 18:01:11,856 ] root - INFO - Exporting data from mongodb
[ 2026-03-04 18:01:20,910 ] root - INFO - Shape of dataframe: (2240, 29)
[ 2026-03-04 18:01:20,915 ] root - INFO - Saving exported data into feature store file path: src\artifact\03_04_2026_18_01_09\data_ingestion\feature_store\customer.csv
[ 2026-03-04 18:01:20,962 ] root - INFO - Got the data from mongodb
[ 2026-03-04 18:01:20,962 ] root - INFO - Entered split_data_as_train_test method of Data_Ingestion class
[ 2026-03-04 18:01:20,969 ] root - INFO - Performed train test split on the dataframe
[ 2026-03-04 18:01:20,969 ] root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-04 18:01:20,978 ] root - INFO - Training data has been saved
[ 2026-03-04 18:01:20,981 ] root - INFO - Test data has been saved
[ 2026-03-04 18:01:20,981 ] root - INFO - Performed train test split on the dataset
[ 2026-03-04 18:01:20,981 ] root - INFO - Exited initiate_data_ingestion method of Data_Ingestion class
[ 2026-03-04 18:01:20,982 ] root - INFO - Data ingestion artifact: DataIngestionArtifact(trained_file_path='src\\artifact\\03_04_2026_18_01_09\\data_ingestion\\ingested\\train.csv', test_file_path='src\\artifact\\03_04_2026_18_01_09\\data_ingestion\\ingested\\test.csv')
[ 2026-03-04 18:01:20,982 ] root - INFO - Got the train_set and test_set from mongodb
[ 2026-03-04 18:01:20,982 ] root - INFO - Exited the start_data_ingestion method of TrainPipeline class
[ 2026-03-04 18:01:20,982 ] root - INFO - Entered the start_data_validation method of TrainPipeline class
[ 2026-03-04 18:01:20,985 ] root - INFO - Entered initiate_data_validation method of Data_Validation class
[ 2026-03-04 18:01:20,985 ] root - INFO - Initiated data validation for the dataset
[ 2026-03-04 18:01:21,406 ] root - INFO - 1/26 drift detected.
[ 2026-03-04 18:01:21,406 ] root - INFO - Entered validate_dataset_schema_columns method of Data_Validation class
[ 2026-03-04 18:01:21,407 ] root - INFO - Validating dataset schema columns
[ 2026-03-04 18:01:21,407 ] root - INFO - Is required column present[{status}]
[ 2026-03-04 18:01:21,407 ] root - INFO - Validated dataset schema columns on the train set
[ 2026-03-04 18:01:21,407 ] root - INFO - Is required column present[{status}]
[ 2026-03-04 18:01:21,407 ] root - INFO - Validated dataset schema columns on the test set
[ 2026-03-04 18:01:21,407 ] root - INFO - Validated dataset schema columns
[ 2026-03-04 18:01:21,407 ] root - INFO - Schema train cols status is True and schema test cols status is True
[ 2026-03-04 18:01:21,407 ] root - INFO - Validated dataset schema columns
[ 2026-03-04 18:01:21,407 ] root - INFO - Dataset schema validation completed
[ 2026-03-04 18:01:21,407 ] root - INFO - Performed the data validation operation
[ 2026-03-04 18:01:21,407 ] root - INFO - Exited the start_data_validation method of TrainPipeline class
[ 2026-03-04 18:01:21,407 ] root - INFO - Entered the start_data_transformation method of TrainPipeline class
[ 2026-03-04 18:01:21,407 ] root - INFO - Entered initiate_data_transformation method of Data_Transformation class
[ 2026-03-04 18:01:21,463 ] root - INFO - New features has been created.
[ 2026-03-04 18:01:21,463 ] root - INFO - Got the preprocessor object
[ 2026-03-04 18:01:21,463 ] root - INFO - Entered get_data_transformer_object method of DataTransformation class
[ 2026-03-04 18:01:21,463 ] root - INFO - Got numerical cols from schema config
[ 2026-03-04 18:01:21,464 ] root - INFO - Initialized StandardScaler, SimpleImputer
[ 2026-03-04 18:01:21,497 ] root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-04 18:01:21,499 ] root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-04 18:01:21,499 ] root - INFO - Saved Preprocessor object to src\artifact\03_04_2026_18_01_09\data_transformation\transformed_object
[ 2026-03-04 18:01:21,499 ] root - INFO - Exited get_data_transformer_object method of DataTransformation class
[ 2026-03-04 18:01:21,499 ] root - INFO - Initializing clustering...
[ 2026-03-04 18:01:21,520 ] root - INFO - PCA transformation is done
[ 2026-03-04 18:01:25,626 ] root - INFO - Clustering is done
[ 2026-03-04 18:01:25,626 ] root - INFO - Initializing clustering...
[ 2026-03-04 18:01:25,631 ] root - INFO - PCA transformation is done
[ 2026-03-04 18:01:25,636 ] root - INFO - Clustering is done
[ 2026-03-04 18:01:25,643 ] root - INFO - Entered the start_model_trainer method of TrainPipeline class
[ 2026-03-04 18:01:25,643 ] root - INFO - Entered initiate_model_trainer method of ModelTrainer class
[ 2026-03-04 18:01:25,679 ] neuro_mf - INFO - Started Initializing model from config file
[ 2026-03-04 18:01:25,679 ] neuro_mf - INFO - {'C': 1000, 'max_iter': 500, 'multi_class': 'auto', 'penalty': 'l2', 'solver': 'lbfgs'}
[ 2026-03-04 18:01:25,681 ] neuro_mf - INFO - Initialized model: [InitializedModelDetail(model_serial_number='module_0', model=LogisticRegression(C=1000, max_iter=500, multi_class='auto'), param_grid_search={'C': [1000], 'max_iter': [113], 'multi_class': ['auto'], 'penalty': ['l2'], 'solver': ['lbfgs']}, model_name='sklearn.linear_model.LogisticRegression')]
[ 2026-03-04 18:01:25,682 ] neuro_mf - INFO - ('**************************************************', 'training LogisticRegression', '**************************************************')
[ 2026-03-04 18:01:25,682 ] neuro_mf - INFO - {'cv': 3, 'verbose': 3}
[ 2026-03-04 18:01:25,779 ] neuro_mf - INFO - Acceptable model found:GridSearchedBestModel(model_serial_number='module_0', model=LogisticRegression(C=1000, max_iter=500, multi_class='auto'), best_model=LogisticRegression(C=1000, max_iter=113, multi_class='auto'), best_parameters={'C': 1000, 'max_iter': 113, 'multi_class': 'auto', 'penalty': 'l2', 'solver': 'lbfgs'}, best_score=0.9893979372895694)
[ 2026-03-04 18:01:25,780 ] neuro_mf - INFO - Best model: GridSearchedBestModel(model_serial_number='module_0', model=LogisticRegression(C=1000, max_iter=500, multi_class='auto'), best_model=LogisticRegression(C=1000, max_iter=113, multi_class='auto'), best_parameters={'C': 1000, 'max_iter': 113, 'multi_class': 'auto', 'penalty': 'l2', 'solver': 'lbfgs'}, best_score=0.9893979372895694)
[ 2026-03-04 18:01:25,780 ] root - INFO - Entered the load_object method of MainUtils class
[ 2026-03-04 18:01:25,780 ] root - INFO - Exited the load_object method of MainUtils class
[ 2026-03-04 18:01:25,781 ] root - INFO - Customer Segmentation Model is created and saved.
[ 2026-03-04 18:01:25,781 ] root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-04 18:01:25,782 ] root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-04 18:01:25,782 ] root - INFO - Customer Segmentation Model is saved successfully at: src\artifact\03_04_2026_18_01_09\model_trainer\trained_model
[ 2026-03-04 18:01:25,782 ] root - INFO - Model training completed successfully
[ 2026-03-04 18:01:25,783 ] root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='src\\artifact\\03_04_2026_18_01_09\\model_trainer\\trained_model\\model.pkl', metric_artifact=ClassificationMetricArtifact(f1_score=0.8, precision_score=0.8, recall_score=0.9))
[ 2026-03-04 18:01:25,783 ] root - INFO - model trained successfully
[ 2026-03-04 18:01:25,800 ] root - INFO - Entered the load_object method of MainUtils class
[ 2026-03-04 18:01:25,816 ] root - INFO - Exited the load_object method of MainUtils class
[ 2026-03-04 18:01:25,816 ] root - INFO - Entered predict method of srcTruckModel class
[ 2026-03-04 18:01:25,816 ] root - INFO - Using the trained model to get predictions
[ 2026-03-04 18:01:25,823 ] root - INFO - Used the trained model to get predictions
[ 2026-03-04 18:01:25,834 ] botocore.hooks - DEBUG - Changing event name from creating-client-class.iot-data to creating-client-class.iot-data-plane
[ 2026-03-04 18:01:25,836 ] botocore.hooks - DEBUG - Changing event name from before-call.apigateway to before-call.api-gateway
[ 2026-03-04 18:01:25,837 ] botocore.hooks - DEBUG - Changing event name from request-created.machinelearning.Predict to request-created.machine-learning.Predict
[ 2026-03-04 18:01:25,838 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.autoscaling.CreateLaunchConfiguration to before-parameter-build.auto-scaling.CreateLaunchConfiguration
[ 2026-03-04 18:01:25,838 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.route53 to before-parameter-build.route-53
[ 2026-03-04 18:01:25,839 ] botocore.hooks - DEBUG - Changing event name from request-created.cloudsearchdomain.Search to request-created.cloudsearch-domain.Search
[ 2026-03-04 18:01:25,840 ] botocore.hooks - DEBUG - Changing event name from docs.*.autoscaling.CreateLaunchConfiguration.complete-section to docs.*.auto-scaling.CreateLaunchConfiguration.complete-section
[ 2026-03-04 18:01:25,843 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.logs.CreateExportTask to before-parameter-build.cloudwatch-logs.CreateExportTask
[ 2026-03-04 18:01:25,844 ] botocore.hooks - DEBUG - Changing event name from docs.*.logs.CreateExportTask.complete-section to docs.*.cloudwatch-logs.CreateExportTask.complete-section
[ 2026-03-04 18:01:25,844 ] botocore.hooks - DEBUG - Changing event name from before-parameter-build.cloudsearchdomain.Search to before-parameter-build.cloudsearch-domain.Search
[ 2026-03-04 18:01:25,844 ] botocore.hooks - DEBUG - Changing event name from docs.*.cloudsearchdomain.Search.complete-section to docs.*.cloudsearch-domain.Search.complete-section
[ 2026-03-04 18:01:26,206 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\boto3\data\s3\2006-03-01\resources-1.json
[ 2026-03-04 18:01:26,221 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\botocore\data\endpoints.json
[ 2026-03-04 18:01:26,307 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\botocore\data\sdk-default-configuration.json
[ 2026-03-04 18:01:26,309 ] botocore.hooks - DEBUG - Event choose-service-name: calling handler <function handle_service_name_alias at 0x000001D3AA8EE9E0>
[ 2026-03-04 18:01:26,420 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\botocore\data\s3\2006-03-01\service-2.json
[ 2026-03-04 18:01:26,433 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x000001D3AA872B00>
[ 2026-03-04 18:01:26,433 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x000001D3AC698550>
[ 2026-03-04 18:01:26,435 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x000001D3AA8728C0>
[ 2026-03-04 18:01:26,436 ] botocore.endpoint - DEBUG - Setting s3 timeout as (60, 60)
[ 2026-03-04 18:01:26,448 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\botocore\data\_retry.json
[ 2026-03-04 18:01:26,448 ] botocore.client - DEBUG - Registering retry handlers for service: s3
[ 2026-03-04 18:01:26,449 ] boto3.resources.factory - DEBUG - Loading s3:s3
[ 2026-03-04 18:01:26,450 ] botocore.hooks - DEBUG - Event choose-service-name: calling handler <function handle_service_name_alias at 0x000001D3AA8EE9E0>
[ 2026-03-04 18:01:26,451 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x000001D3AA872B00>
[ 2026-03-04 18:01:26,451 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x000001D3AC698550>
[ 2026-03-04 18:01:26,451 ] botocore.hooks - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x000001D3AA8728C0>
[ 2026-03-04 18:01:26,451 ] botocore.endpoint - DEBUG - Setting s3 timeout as (60, 60)
[ 2026-03-04 18:01:26,452 ] botocore.client - DEBUG - Registering retry handlers for service: s3
[ 2026-03-04 18:01:26,452 ] root - INFO - Entered the get_bucket method of S3Operations class
[ 2026-03-04 18:01:26,452 ] boto3.resources.factory - DEBUG - Loading s3:Bucket
[ 2026-03-04 18:01:26,453 ] boto3.resources.model - DEBUG - Renaming Bucket attribute name
[ 2026-03-04 18:01:26,453 ] botocore.hooks - DEBUG - Event creating-resource-class.s3.Bucket: calling handler <function lazy_call.<locals>._handler at 0x000001D3AC698790>
[ 2026-03-04 18:01:26,453 ] root - INFO - Exited the get_bucket method of S3Operations class
[ 2026-03-04 18:01:26,503 ] botocore.loaders - DEBUG - Loading JSON file: C:\Users\ankan\Downloads\Customer-Categorizer\venv\lib\site-packages\botocore\data\s3\2006-03-01\paginators-1.json
[ 2026-03-04 18:01:26,504 ] boto3.resources.collection - DEBUG - Calling paginated s3:list_objects with {'Bucket': 'ankan-customer-segmentation-bucket', 'Prefix': 'model.pkl'}
[ 2026-03-04 18:01:26,504 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function set_list_objects_encoding_type_url at 0x000001D3AA90D630>
[ 2026-03-04 18:01:26,504 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function validate_bucket_name at 0x000001D3AA90C3A0>
[ 2026-03-04 18:01:26,504 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method S3RegionRedirector.redirect_from_cache of <botocore.utils.S3RegionRedirector object at 0x000001D3AB0BFF10>>
[ 2026-03-04 18:01:26,504 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <bound method S3ArnParamHandler.handle_arn of <botocore.utils.S3ArnParamHandler object at 0x000001D3AB0BF9D0>>
[ 2026-03-04 18:01:26,504 ] botocore.hooks - DEBUG - Event before-parameter-build.s3.ListObjects: calling handler <function generate_idempotent_uuid at 0x000001D3AA90C1F0>
[ 2026-03-04 18:01:26,506 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function add_expect_header at 0x000001D3AA90C700>
[ 2026-03-04 18:01:26,506 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <bound method S3RegionRedirector.set_request_url of <botocore.utils.S3RegionRedirector object at 0x000001D3AB0BFF10>>
[ 2026-03-04 18:01:26,506 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function add_recursion_detection_header at 0x000001D3AA8EFE20>
[ 2026-03-04 18:01:26,506 ] botocore.hooks - DEBUG - Event before-call.s3.ListObjects: calling handler <function inject_api_version_header_if_needed at 0x000001D3AA90DA20>
[ 2026-03-04 18:01:26,506 ] botocore.endpoint - DEBUG - Making request for OperationModel(name=ListObjects) with params: {'url_path': '/ankan-customer-segmentation-bucket', 'query_string': {'prefix': 'model.pkl', 'encoding-type': 'url'}, 'method': 'GET', 'headers': {'User-Agent': 'Boto3/1.24.84 Python/3.10.11 Windows/10 Botocore/1.27.96 Resource'}, 'body': b'', 'url': 'https://s3.ap-south-1.amazonaws.com/ankan-customer-segmentation-bucket?prefix=model.pkl&encoding-type=url', 'context': {'client_region': 'ap-south-1', 'client_config': <botocore.config.Config object at 0x000001D3AB0BE740>, 'has_streaming_input': False, 'auth_type': None, 'encoding_type_auto_set': True, 'signing': {'bucket': 'ankan-customer-segmentation-bucket'}}}
[ 2026-03-04 18:01:26,506 ] botocore.hooks - DEBUG - Event request-created.s3.ListObjects: calling handler <bound method RequestSigner.handler of <botocore.signers.RequestSigner object at 0x000001D3AB0BDB10>>
[ 2026-03-04 18:01:26,507 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <bound method S3EndpointSetter.set_signer of <botocore.utils.S3EndpointSetter object at 0x000001D3AB0BF7C0>>
[ 2026-03-04 18:01:26,507 ] botocore.hooks - DEBUG - Event choose-signer.s3.ListObjects: calling handler <function set_operation_specific_signer at 0x000001D3AA90C0D0>
[ 2026-03-04 18:01:26,507 ] botocore.hooks - DEBUG - Event before-sign.s3.ListObjects: calling handler <bound method S3EndpointSetter.set_endpoint of <botocore.utils.S3EndpointSetter object at 0x000001D3AB0BF7C0>>
